,composition,pretty_composition,parent_guess,materials_project_id,tc,debyet,elecspecheat,unit_elecspecheat,neelt,a1,a2,b1,b2,c1,d1,d2,e1,e2,f1,f2,g1,g2,h1,h2,i1,i2,o1,o2,o_empirical,lata,latb,latc,unit_lat
13188,Y0.9Ca0.1Ba2Cu2.75Co0.25O7.03,Ba2Ca0.1Y0.9Co0.25Cu2.75O7.03,Ba2YCu3O7,mp-20674,76.9,,,,,Y,0.9,Ca,0.1,2.0,Cu,2.75,Co,0.25,,,,,,,,,O,7+z,7.03,,,,
13189,Y0.85Ca0.15Ba2Cu2.75Co0.25O7.01,Ba2Ca0.15Y0.85Co0.25Cu2.75O7.01,Ba2YCu3O7,mp-20674,80.6,,,,,Y,0.85,Ca,0.15,2.0,Cu,2.75,Co,0.25,,,,,,,,,O,7+z,7.01,,,,
13190,Y0.8Ca0.2Ba2Cu2.75Co0.25O7.01,Ba2Ca0.2Y0.8Co0.25Cu2.75O7.01,Ba2YCu3O7,mp-20674,82.2,,,,,Y,0.8,Ca,0.2,2.0,Cu,2.75,Co,0.25,,,,,,,,,O,7+z,7.01,,,,
13191,Y0.75Ca0.25Ba2Cu2.75Co0.25O6.98,Ba2Ca0.25Y0.75Co0.25Cu2.75O6.98,Ba2YCu3O7,mp-20674,82.4,,,,,Y,0.75,Ca,0.25,2.0,Cu,2.75,Co,0.25,,,,,,,,,O,7+z,6.98,,,,
13192,Bi2Sr2Ca1Cu2Oz,Sr2CaCu2(BiO4)2,Sr2CaCu2(BiO4)2,mp-555855,61.0,,,,,Bi,2.0,Sr,2.0,1.0,Cu,2.0,,,,,,,,,,,O,z,,,,,
13193,Bi1.34Pb0.66Sr2Ca1Cu2Oz,Sr2Ca1Cu2Bi1.34Pb0.66O8,Sr2CaCu2(BiO4)2,mp-555855,72.2,,,,,Bi,1.34,Pb,0.66,2.0,Ca,1.0,Cu,2.0,,,,,,,,,O,z,,,,,
13194,Bi1.86Pb0.14Sr2Ca1Cu2Oz,Sr2Ca1Cu2Bi1.86Pb0.14O8,Sr2CaCu2(BiO4)2,mp-555855,65.0,,,,,Bi,1.86,Pb,0.14,2.0,Ca,1.0,Cu,2.0,,,,,,,,,O,z,,,,,
13195,Bi1.8Pb0.2Sr2Ca1Cu2Oz,Sr2Ca1Cu2Bi1.8Pb0.2O8,Sr2CaCu2(BiO4)2,mp-555855,60.7,,,,,Bi,1.8,Pb,0.2,2.0,Ca,1.0,Cu,2.0,,,,,,,,,O,z,,,,,
13197,Bi2Sr2Ca1Cu2Oz,Sr2CaCu2(BiO4)2,Sr2CaCu2(BiO4)2,mp-555855,84.2,,,,,Bi,2.0,Sr,2.0,1.0,Cu,2.0,,,,,,,,,,,O,z,,,,,
13198,Bi2Sr2Ca0.9Nd0.1Cu2Oz,Sr2Ca0.9Nd0.1Cu2Bi2O8,Sr2CaCu2(BiO4)2,mp-555855,83.3,,,,,Bi,2.0,Sr,2.0,0.9,Nd,0.1,Cu,2.0,,,,,,,,,O,z,,,,,
13199,Bi2Sr2Ca0.8Nd0.2Cu2Oz,Sr2Ca0.8Nd0.2Cu2Bi2O8,Sr2CaCu2(BiO4)2,mp-555855,82.0,,,,,Bi,2.0,Sr,2.0,0.8,Nd,0.2,Cu,2.0,,,,,,,,,O,z,,,,,
13200,Bi2Sr2Ca0.7Nd0.3Cu2Oz,Sr2Ca0.7Nd0.3Cu2Bi2O8,Sr2CaCu2(BiO4)2,mp-555855,80.2,,,,,Bi,2.0,Sr,2.0,0.7,Nd,0.3,Cu,2.0,,,,,,,,,O,z,,,,,
13201,Bi2Sr2Ca0.6Nd0.4Cu2Oz,Sr2Ca0.6Nd0.4Cu2Bi2O8,Sr2CaCu2(BiO4)2,mp-555855,68.6,,,,,Bi,2.0,Sr,2.0,0.6,Nd,0.4,Cu,2.0,,,,,,,,,O,z,,,,,
13202,Bi2Sr2Ca0.5Nd0.5Cu2Oz,Sr2Ca0.5Nd0.5Cu2Bi2O8,Sr2CaCu2(BiO4)2,mp-555855,42.4,,,,,Bi,2.0,Sr,2.0,0.5,Nd,0.5,Cu,2.0,,,,,,,,,O,z,,,,,
13203,Bi2Sr2Ca0.9Y0.1Cu2Oz,Sr2Ca0.9Y0.1Cu2Bi2O8,Sr2CaCu2(BiO4)2,mp-555855,78.9,,,,,Bi,2.0,Sr,2.0,0.9,Y,0.1,Cu,2.0,,,,,,,,,O,z,,,,,
13204,Bi2Sr2Ca0.8Y0.2Cu2Oz,Sr2Ca0.8Y0.2Cu2Bi2O8,Sr2CaCu2(BiO4)2,mp-555855,76.2,,,,,Bi,2.0,Sr,2.0,0.8,Y,0.2,Cu,2.0,,,,,,,,,O,z,,,,,
13205,Bi2Sr2Ca0.7Y0.3Cu2Oz,Sr2Ca0.7Y0.3Cu2Bi2O8,Sr2CaCu2(BiO4)2,mp-555855,70.5,,,,,Bi,2.0,Sr,2.0,0.7,Y,0.3,Cu,2.0,,,,,,,,,O,z,,,,,
13207,Bi2Sr2Ca0.5Y0.5Cu2Oz,Sr2Ca0.5Y0.5Cu2Bi2O8,Sr2CaCu2(BiO4)2,mp-555855,31.5,,,,,Bi,2.0,Sr,2.0,0.5,Y,0.5,Cu,2.0,,,,,,,,,O,z,,,,,
13208,Y1Ba1.8Cu3Oz,Ba1.8Y1Cu3O7,Ba2YCu3O7,mp-20674,94.0,,,,,Y,1.0,Ba,1.8,3.0,,,,,,,,,,,,,O,z,,3.822,3.894,3.894,
13209,Y1Ba1.9Cu3Oz,Ba1.9Y1Cu3O7,Ba2YCu3O7,mp-20674,96.0,,,,,Y,1.0,Ba,1.9,3.0,,,,,,,,,,,,,O,z,,3.816,3.887,3.887,
13210,Y1Ba2Cu3Oz,Ba2YCu3O7,Ba2YCu3O7,mp-20674,97.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,z,,3.817,3.889,3.889,
13211,Y1Ba2.1Cu3Oz,Ba2.1Y1Cu3O7,Ba2YCu3O7,mp-20674,96.0,,,,,Y,1.0,Ba,2.1,3.0,,,,,,,,,,,,,O,z,,3.818,3886.0,3886.0,
13212,Y1Ba2.2Cu3Oz,Ba2.2Y1Cu3O7,Ba2YCu3O7,mp-20674,96.0,,,,,Y,1.0,Ba,2.2,3.0,,,,,,,,,,,,,O,z,,3.83,3.891,3.891,
13213,Y0.8Ba2Cu3O6.44,Ba2Y0.8Cu3O6.44,Ba2YCu3O7,mp-20674,96.0,,,,,Y,0.8,Ba,2.0,3.0,,,,,,,,,,,,,O,z,6.44,3.818,3.883,3.883,
13214,Y0.9Ba2Cu3O6.58,Ba2Y0.9Cu3O6.58,Ba2YCu3O7,mp-20674,93.4,,,,,Y,0.9,Ba,2.0,3.0,,,,,,,,,,,,,O,z,6.58,3.817,3.881,3.881,
13215,Y1Ba2Cu3O6.69,Ba2Y1Cu3O6.69,Ba2YCu3O7,mp-20674,97.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,z,6.69,3.817,3.889,3.889,
13216,Y1.1Ba2Cu3O6.87,Ba2Y1.1Cu3O6.87,Ba2YCu3O7,mp-20674,95.9,,,,,Y,1.1,Ba,2.0,3.0,,,,,,,,,,,,,O,z,6.87,3.819,3.889,3.889,
13217,Y1.2Ba2Cu3O6.98,Ba2Y1.2Cu3O6.98,Ba2YCu3O7,mp-20674,93.4,,,,,Y,1.2,Ba,2.0,3.0,,,,,,,,,,,,,O,z,6.98,3.827,3.894,3.894,
13238,Hg1Ba2Cu1O4.01,Ba2Cu1Hg1O4.01,Ba2CuHgO4,mp-6562,61.0,,,,,Hg,1.0,Ba,2.0,1.0,,,,,,,,,,,,,O,4,4.01,3.892,,,
13246,Y1Ba2Cu3O6.95,Ba2Y1Cu3O6.95,Ba2YCu3O7,mp-20674,88.5,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,z,6.95,3.822,3.885,3.885,
13247,Y1Ba1.95La0.05Cu3O6.98,Ba1.95La0.05Y1Cu3O6.98,Ba2YCu3O7,mp-20674,89.3,,,,,Y,1.0,Ba,1.95,0.05,Cu,3.0,,,,,,,,,,,O,z,6.98,3.82,3.894,3.894,
13248,Y1Ba1.9La0.1Cu3O6.99,Ba1.9La0.1Y1Cu3O6.99,Ba2YCu3O7,mp-20674,90.35,,,,,Y,1.0,Ba,1.9,0.1,Cu,3.0,,,,,,,,,,,O,z,6.99,3.823,3.895,3.895,
13249,Y1Ba1.8La0.2Cu3O7.03,Ba1.8La0.2Y1Cu3O7.03,Ba2YCu3O7,mp-20674,88.7,,,,,Y,1.0,Ba,1.8,0.2,Cu,3.0,,,,,,,,,,,O,z,7.03,3.819,3.89,3.89,
13250,Y1Ba1.7La0.3Cu3O7.1,Ba1.7La0.3Y1Cu3O7.1,Ba2YCu3O7,mp-20674,80.5,,,,,Y,1.0,Ba,1.7,0.3,Cu,3.0,,,,,,,,,,,O,z,7.1,3.838,3.879,3.879,
13252,Y1Ba1.5La0.5Cu3O7.17,Ba1.5La0.5Y1Cu3O7.17,Ba2YCu3O7,mp-20674,54.1,,,,,Y,1.0,Ba,1.5,0.5,Cu,3.0,,,,,,,,,,,O,z,7.17,3.853,,,
13253,Y1Ba2Cu3O6.965,Ba2Y1Cu3O6.965,Ba2YCu3O7,mp-20674,88.5,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,z,6.965,3.815,3.881,3.881,
13254,Y0.95Pr0.05Ba2Cu3O6.965,Ba2Pr0.05Y0.95Cu3O6.965,Ba2YCu3O7,mp-20674,88.0,,,,,Y,0.95,Pr,0.05,2.0,Cu,3.0,,,,,,,,,,,O,z,6.965,3.822,3.883,3.883,
13255,Y0.9Pr0.1Ba2Cu3O6.965,Ba2Pr0.1Y0.9Cu3O6.965,Ba2YCu3O7,mp-20674,85.0,,,,,Y,0.9,Pr,0.1,2.0,Cu,3.0,,,,,,,,,,,O,z,6.965,3.823,3.89,3.89,
13256,Y0.8Pr0.2Ba2Cu3O6.965,Ba2Pr0.2Y0.8Cu3O6.965,Ba2YCu3O7,mp-20674,70.0,,,,,Y,0.8,Pr,0.2,2.0,Cu,3.0,,,,,,,,,,,O,z,6.965,3.826,3.895,3.895,
13257,Y0.7Pr0.3Ba2Cu3O6.965,Ba2Pr0.3Y0.7Cu3O6.965,Ba2YCu3O7,mp-20674,55.0,,,,,Y,0.7,Pr,0.3,2.0,Cu,3.0,,,,,,,,,,,O,z,6.965,3.831,3.897,3.897,
13258,Y0.6Pr0.4Ba2Cu3O6.965,Ba2Pr0.4Y0.6Cu3O6.965,Ba2YCu3O7,mp-20674,35.0,,,,,Y,0.6,Pr,0.4,2.0,Cu,3.0,,,,,,,,,,,O,z,6.965,3.836,3.899,3.899,
13259,Y0.5Pr0.5Ba2Cu3O6.965,Ba2Pr0.5Y0.5Cu3O6.965,Ba2YCu3O7,mp-20674,10.0,,,,,Y,0.5,Pr,0.5,2.0,Cu,3.0,,,,,,,,,,,O,z,6.965,3.838,3.908,3.908,
13261,Y1Ba2Cu3Oz,Ba2YCu3O7,Ba2YCu3O7,mp-20674,90.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,z,,3.824,3.891,3.891,
13262,Y1Ba2Cu2.85Au0.15Oz,Ba2Y1Cu2.85Au0.15O7,Ba2YCu3O7,mp-20674,90.0,,,,,Y,1.0,Ba,2.0,2.85,Au,0.15,,,,,,,,,,,O,z,,3.822,3.899,3.899,
13263,Y1Ba2Cu2.7Au0.3Oz,Ba2Y1Cu2.7Au0.3O7,Ba2YCu3O7,mp-20674,88.0,,,,,Y,1.0,Ba,2.0,2.7,Au,0.3,,,,,,,,,,,O,z,,3.821,3.901,3.901,
13279,Hg1Ba2Ca2Cu3O8.28,Ba2Ca2Cu3Hg1O8.28,Ba2Ca2Cu3HgO8,mp-22601,118.5,,,,,Hg,1.0,Ba,2.0,2.0,Cu,3.0,,,,,,,,,,,O,8,8.28,3.852,,,
13280,Hg1Ba2Ca2Cu3O8.35,Ba2Ca2Cu3Hg1O8.35,Ba2Ca2Cu3HgO8,mp-22601,134.0,,,,,Hg,1.0,Ba,2.0,2.0,Cu,3.0,,,,,,,,,,,O,8,8.35,3.852,,,
13283,Nd0.7Pr0.3Ba1.75Sr0.25Cu3Oz,Ba1.75Sr0.25Pr0.3Nd0.7Cu3O7,Ba2NdCu3O7,mp-22719,24.0,,,,,Nd,0.7,Pr,0.3,1.75,Sr,0.25,Cu,3.0,,,,,,,,,O,z,,3.867,3.951,3.951,
13284,Nd0.7Pr0.3Ba1.5Sr0.5Cu3Oz,Ba1.5Sr0.5Pr0.3Nd0.7Cu3O7,Ba2NdCu3O7,mp-22719,26.0,,,,,Nd,0.7,Pr,0.3,1.5,Sr,0.5,Cu,3.0,,,,,,,,,O,z,,3.884,3.925,3.925,
13285,Nd0.7Pr0.3Ba1.25Sr0.75Cu3Oz,Ba1.25Sr0.75Pr0.3Nd0.7Cu3O7,Ba2NdCu3O7,mp-22719,27.0,,,,,Nd,0.7,Pr,0.3,1.25,Sr,0.75,Cu,3.0,,,,,,,,,O,z,,3.903,,,
13286,Nd0.7Pr0.3Ba1.15Sr0.85Cu3Oz,Ba1.15Sr0.85Pr0.3Nd0.7Cu3O7,Ba2NdCu3O7,mp-22719,29.0,,,,,Nd,0.7,Pr,0.3,1.15,Sr,0.85,Cu,3.0,,,,,,,,,O,z,,3.899,,,
13287,Nd0.7Pr0.3Ba1Sr1Cu3O6.87,Ba1Sr1Pr0.3Nd0.7Cu3O6.87,Ba2NdCu3O7,mp-22719,34.0,,,,,Nd,0.7,Pr,0.3,1.0,Sr,1.0,Cu,3.0,,,,,,,,,O,z,6.87,3.901,,,
13292,Nd0.7Pr0.3Ba1.25Sr0.75Cu3O7-z,Ba1.25Sr0.75Pr0.3Nd0.7Cu3O7,Ba2NdCu3O7,mp-22719,34.0,,,,,Nd,0.7,Pr,0.3,1.25,Sr,0.75,Cu,3.0,,,,,,,,,O,7-z,,3.887,3.905,3.905,
13293,Nd0.7Pr0.3Ba1.15Sr0.85Cu3O7-z,Ba1.15Sr0.85Pr0.3Nd0.7Cu3O7,Ba2NdCu3O7,mp-22719,38.0,,,,,Nd,0.7,Pr,0.3,1.15,Sr,0.85,Cu,3.0,,,,,,,,,O,7-z,,3.891,,,
13294,Nd0.7Pr0.3Ba1Sr1Cu3O7-z,Ba1Sr1Pr0.3Nd0.7Cu3O7,Ba2NdCu3O7,mp-22719,44.0,,,,,Nd,0.7,Pr,0.3,1.0,Sr,1.0,Cu,3.0,,,,,,,,,O,7-z,,3.888,,,
13296,Hg0.5C0.5Ba2Cu1O4+z,Ba2Cu1Hg0.5C0.5O4,Ba2CuHgO4,mp-6562,63.0,,,,,Hg,0.5,C,0.5,2.0,Cu,1.0,,,,,,,,,,,O,4+z,,3.927,,,
13298,Y1Ba2Cu4O8,Ba2Y(CuO2)4,Ba2Y(CuO2)4,mp-6789,80.0,,,,,Y,1.0,Ba,2.0,4.0,,,,,,,,,,,,,O,8,,,,,
13299,Y0.95Ca0.05Ba2Cu4O8,Ba2Ca0.05Y0.95Cu4O8,Ba2Y(CuO2)4,mp-6789,87.2,,,,,Y,0.95,Ca,0.05,2.0,Cu,4.0,,,,,,,,,,,O,8,,,,,
13300,Y0.9Ca0.1Ba2Cu4O8,Ba2Ca0.1Y0.9Cu4O8,Ba2Y(CuO2)4,mp-6789,89.5,,,,,Y,0.9,Ca,0.1,2.0,Cu,4.0,,,,,,,,,,,O,8,,,,,
13301,Y0.88Ca0.12Ba2Cu4O8,Ba2Ca0.12Y0.88Cu4O8,Ba2Y(CuO2)4,mp-6789,88.5,,,,,Y,0.88,Ca,0.12,2.0,Cu,4.0,,,,,,,,,,,O,8,,,,,
13302,Y0.85Ca0.15Ba2Cu4O8,Ba2Ca0.15Y0.85Cu4O8,Ba2Y(CuO2)4,mp-6789,87.8,,,,,Y,0.85,Ca,0.15,2.0,Cu,4.0,,,,,,,,,,,O,8,,,,,
13320,Y1Ba2Cu3O6.95,Ba2Y1Cu3O6.95,Ba2YCu3O7,mp-20674,88.0,,,,,Y,1.0,Ba,2.0,3.0,,,,,,,,,,,,,O,7-Z,6.95,3.822,3.885,3.885,
13321,Y1Ba1.95La0.05Cu3O6.98,Ba1.95La0.05Y1Cu3O6.98,Ba2YCu3O7,mp-20674,90.0,,,,,Y,1.0,Ba,1.95,0.05,Cu,3.0,,,,,,,,,,,O,7-Z,6.98,3.82,3.894,3.894,
13322,Y1Ba1.9La0.1Cu3O6.99,Ba1.9La0.1Y1Cu3O6.99,Ba2YCu3O7,mp-20674,91.0,,,,,Y,1.0,Ba,1.9,0.1,Cu,3.0,,,,,,,,,,,O,7-Z,6.99,3.823,3.895,3.895,
13323,Y1Ba1.8La0.2Cu3O7.03,Ba1.8La0.2Y1Cu3O7.03,Ba2YCu3O7,mp-20674,89.0,,,,,Y,1.0,Ba,1.8,0.2,Cu,3.0,,,,,,,,,,,O,7-Z,7.03,3.819,3.89,3.89,
13324,Y1Ba1.7La0.3Cu3O7.1,Ba1.7La0.3Y1Cu3O7.1,Ba2YCu3O7,mp-20674,80.0,,,,,Y,1.0,Ba,1.7,0.3,Cu,3.0,,,,,,,,,,,O,7-Z,7.1,3.828,3.879,3.879,
13325,Y1Ba1.6La0.4Cu3O7.14,Ba1.6La0.4Y1Cu3O7.14,Ba2YCu3O7,mp-20674,70.0,,,,,Y,1.0,Ba,1.6,0.4,Cu,3.0,,,,,,,,,,,O,7-Z,7.14,3.857,,,
13326,Y1Ba1.5La0.5Cu3O7.17,Ba1.5La0.5Y1Cu3O7.17,Ba2YCu3O7,mp-20674,57.0,,,,,Y,1.0,Ba,1.5,0.5,Cu,3.0,,,,,,,,,,,O,7-Z,7.17,3.853,,,
13328,Y1Ba1.95La0.05Cu3O6.89,Ba1.95La0.05Y1Cu3O6.89,Ba2YCu3O7,mp-20674,86.0,,,,,Y,1.0,Ba,1.95,0.05,Cu,3.0,,,,,,,,,,,O,7-Z,6.89,3.82,3.894,3.894,
13329,Y1Ba1.9La0.1Cu3O6.92,Ba1.9La0.1Y1Cu3O6.92,Ba2YCu3O7,mp-20674,87.0,,,,,Y,1.0,Ba,1.9,0.1,Cu,3.0,,,,,,,,,,,O,7-Z,6.92,3.823,3.895,3.895,
13330,Y1Ba1.8La0.2Cu3O6.96,Ba1.8La0.2Y1Cu3O6.96,Ba2YCu3O7,mp-20674,78.0,,,,,Y,1.0,Ba,1.8,0.2,Cu,3.0,,,,,,,,,,,O,7-Z,6.96,3.819,3.89,3.89,
13331,Y1Ba1.7La0.3Cu3O7.02,Ba1.7La0.3Y1Cu3O7.02,Ba2YCu3O7,mp-20674,77.0,,,,,Y,1.0,Ba,1.7,0.3,Cu,3.0,,,,,,,,,,,O,7-Z,7.02,3.828,3.879,3.879,
13332,Y1Ba1.6La0.4Cu3O7.04,Ba1.6La0.4Y1Cu3O7.04,Ba2YCu3O7,mp-20674,59.0,,,,,Y,1.0,Ba,1.6,0.4,Cu,3.0,,,,,,,,,,,O,7-Z,7.04,3.857,,,
13333,Y1Ba1.5La0.5Cu3O7.06,Ba1.5La0.5Y1Cu3O7.06,Ba2YCu3O7,mp-20674,22.0,,,,,Y,1.0,Ba,1.5,0.5,Cu,3.0,,,,,,,,,,,O,7-Z,7.06,3.853,,,
13334,Y1Ba1.95Cu2.95Co0.05O7,Ba1.95Y1Co0.05Cu2.95O7,Ba2YCu3O7,mp-20674,90.0,,,,,Y,1.0,Ba,1.95,2.95,Co,0.05,,,,,,,,,,,O,7-Z,7.0,3.831,3.889,3.889,
13335,Y1Ba1.9Cu2.9Co0.1O7.02,Ba1.9Y1Co0.1Cu2.9O7.02,Ba2YCu3O7,mp-20674,89.0,,,,,Y,1.0,Ba,1.9,2.9,Co,0.1,,,,,,,,,,,O,7-Z,7.02,3.865,3.872,3.872,
13336,Y1Ba1.85Cu2.85Co0.15O7.04,Ba1.85Y1Co0.15Cu2.85O7.04,Ba2YCu3O7,mp-20674,79.0,,,,,Y,1.0,Ba,1.85,2.85,Co,0.15,,,,,,,,,,,O,7-Z,7.04,3.869,,,
13337,Y1Ba1.8Cu2.8Co0.2O7.05,Ba1.8Y1Co0.2Cu2.8O7.05,Ba2YCu3O7,mp-20674,70.0,,,,,Y,1.0,Ba,1.8,2.8,Co,0.2,,,,,,,,,,,O,7-Z,7.05,3.872,,,
13338,Y1Ba1.75Cu2.75Co0.25O7.06,Ba1.75Y1Co0.25Cu2.75O7.06,Ba2YCu3O7,mp-20674,63.0,,,,,Y,1.0,Ba,1.75,2.75,Co,0.25,,,,,,,,,,,O,7-Z,7.06,3.874,,,
13339,Y1Ba1.95Cu2.95Co0.05O6.9,Ba1.95Y1Co0.05Cu2.95O6.9,Ba2YCu3O7,mp-20674,70.0,,,,,Y,1.0,Ba,1.95,2.95,Co,0.05,,,,,,,,,,,O,7-Z,6.9,3.831,3.889,3.889,
13340,Y1Ba1.9Cu2.9Co0.1O6.92,Ba1.9Y1Co0.1Cu2.9O6.92,Ba2YCu3O7,mp-20674,66.0,,,,,Y,1.0,Ba,1.9,2.9,Co,0.1,,,,,,,,,,,O,7-Z,6.92,3.865,3.872,3.872,
13341,Y1Ba1.85Cu2.85Co0.15O6.94,Ba1.85Y1Co0.15Cu2.85O6.94,Ba2YCu3O7,mp-20674,55.0,,,,,Y,1.0,Ba,1.85,2.85,Co,0.15,,,,,,,,,,,O,7-Z,6.94,3.869,,,
13342,Y1Ba1.8Cu2.8Co0.2O6.95,Ba1.8Y1Co0.2Cu2.8O6.95,Ba2YCu3O7,mp-20674,43.0,,,,,Y,1.0,Ba,1.8,2.8,Co,0.2,,,,,,,,,,,O,7-Z,6.95,3.872,,,
13343,Y1Ba1.75Cu2.75Co0.25O6.95,Ba1.75Y1Co0.25Cu2.75O6.95,Ba2YCu3O7,mp-20674,25.0,,,,,Y,1.0,Ba,1.75,2.75,Co,0.25,,,,,,,,,,,O,7-Z,6.95,3.874,,,
13344,La1.85Sr0.15Cu0.983Zn0.017O4,Sr0.15La1.85Zn0.017Cu0.983O4,La2CuO4,mp-19735,22.8,,,,,La,1.85,Sr,0.15,0.983,Zn,0.017,,,,,,,,,,,O,4,,,,,
13345,Ni1Zr2,Zr2Ni,Zr2Ni,mp-328,2.44,,,,,Ni,1.0,Zr,2.0,,,,,,,,,,,,,,,,,,,,
13346,Fe0.1Ni0.9Zr2,Zr2Fe0.1Ni0.9,Zr2Ni,mp-328,2.65,,,,,Fe,0.1,Ni,0.9,2.0,,,,,,,,,,,,,,,,,,,
13347,Fe0.15Ni0.85Zr2,Zr2Fe0.15Ni0.85,Zr2Ni,mp-328,2.31,,,,,Fe,0.15,Ni,0.85,2.0,,,,,,,,,,,,,,,,,,,
13348,Fe0.2Ni0.8Zr2,Zr2Fe0.2Ni0.8,Zr2Ni,mp-328,2.13,,,,,Fe,0.2,Ni,0.8,2.0,,,,,,,,,,,,,,,,,,,
13349,Fe0.3Ni0.7Zr2,Zr2Fe0.3Ni0.7,Zr2Ni,mp-328,2.02,,,,,Fe,0.3,Ni,0.7,2.0,,,,,,,,,,,,,,,,,,,
13350,Fe0.33Ni0.67Zr2,Zr2Fe0.33Ni0.67,Zr2Ni,mp-328,2.13,,,,,Fe,0.33,Ni,0.67,2.0,,,,,,,,,,,,,,,,,,,
13351,Fe0.36Ni0.64Zr2,Zr2Fe0.36Ni0.64,Zr2Ni,mp-328,2.04,,,,,Fe,0.36,Ni,0.64,2.0,,,,,,,,,,,,,,,,,,,
13352,Fe0.4Ni0.6Zr2,Zr2Fe0.4Ni0.6,Zr2Ni,mp-328,1.78,,,,,Fe,0.4,Ni,0.6,2.0,,,,,,,,,,,,,,,,,,,
13355,Ni1Zr2,Zr2Ni,Zr2Ni,mp-328,2.44,,,,,Ni,1.0,Zr,2.0,,,,,,,,,,,,,,,,,,,,
13356,Fe0.1Ni0.9Zr2,Zr2Fe0.1Ni0.9,Zr2Ni,mp-328,2.65,,,,,Fe,0.1,Ni,0.9,2.0,,,,,,,,,,,,,,,,,,,
13357,Fe0.2Ni0.8Zr2,Zr2Fe0.2Ni0.8,Zr2Ni,mp-328,2.13,,,,,Fe,0.2,Ni,0.8,2.0,,,,,,,,,,,,,,,,,,,
13358,Fe0.3Ni0.7Zr2,Zr2Fe0.3Ni0.7,Zr2Ni,mp-328,2.02,,,,,Fe,0.3,Ni,0.7,2.0,,,,,,,,,,,,,,,,,,,
13359,Fe0.4Ni0.6Zr2,Zr2Fe0.4Ni0.6,Zr2Ni,mp-328,1.78,,,,,Fe,0.4,Ni,0.6,2.0,,,,,,,,,,,,,,,,,,,
13361,Ba1Fe1.84Co0.16As2,Ba1Fe1.84Co0.16As2,Ba(FeAs)2,mp-568961,21.5,,,,,Ba,1.0,Fe,1.84,0.16,As,2.0,,,,,,,,,,,,,,3.9534,,,A
13362,Ba1Fe1.77Co0.23As2,Ba1Fe1.77Co0.23As2,Ba(FeAs)2,mp-568961,16.5,,,,,Ba,1.0,Fe,1.77,0.23,As,2.0,,,,,,,,,,,,,,3.9519,,,A
13363,Ba1Fe1.84Co0.16As2,Ba1Fe1.84Co0.16As2,Ba(FeAs)2,mp-568961,21.8,,,,,Ba,1.0,Fe,1.84,0.16,As,2.0,,,,,,,,,,,,,,,,,
13364,Ba0.5K0.5Fe2As2,K0.5Ba0.5Fe2As2,Ba(FeAs)2,mp-568961,32.0,,,,,Ba,0.5,K,0.5,2.0,As,2.0,,,,,,,,,,,,,,,,,
13365,Ba0.55K0.45Fe2As2,K0.45Ba0.55Fe2As2,Ba(FeAs)2,mp-568961,32.0,,,,,Ba,0.55,K,0.45,2.0,As,2.0,,,,,,,,,,,,,,,,,
13366,Ba0.6K0.4Fe2As2,K0.4Ba0.6Fe2As2,Ba(FeAs)2,mp-568961,28.2,,,,,Ba,0.6,K,0.4,2.0,As,2.0,,,,,,,,,,,,,,,,,
13367,Ba0.5K0.5Fe2As2,K0.5Ba0.5Fe2As2,Ba(FeAs)2,mp-568961,32.0,,,,,Ba,0.5,K,0.5,2.0,As,2.0,,,,,,,,,,,,,,,,,
13368,Na1Fe1As1,NaFeAs,NaFeAs,mp-22152,15.0,,5.0,mJ/mol.K2,,Na,1.0,Fe,1.0,1.0,,,,,,,,,,,,,,,,,,,A
13370,Ce1Ir1In5,CeIn5Ir,CeIn5Ir,mp-20975,0.4,,,,,Ce,1.0,Ir,1.0,5.0,,,,,,,,,,,,,,,,,,,
13373,Yb1Al1B4,YbAlB4,YbAlB4,mp-1095659,0.08,,,,,Yb,1.0,Al,1.0,4.0,,,,,,,,,,,,,,,,7.308,9.315,9.315,A
13374,Sr1Fe2As2,Sr(FeAs)2,Sr(FeAs)2,mp-4488,30.1,,,,200.0,Sr,1.0,Fe,2.0,2.0,,,,,,,,,,,,,,,,,,,
13375,Ce1Co1Ge3,CeCoGe3,CeCoGe3,mp-21116,0.69,,,,21.0,Ce,1.0,Co,1.0,3.0,,,,,,,,,,,,,,,,,,,
13376,Ba1Bi3,BaBi3,BaBi3,mp-23201,5.69,,,,,Ba,1.0,Bi,3.0,,,,,,,,,,,,,,,,,,,,
13377,Eu1Fe2As2,Eu(FeAs)2,Eu(FeAs)2,mp-20890,29.0,,,,,Eu,1.0,Fe,2.0,2.0,,,,,,,,,,,,,,,,,,,
13378,U1Rh1Ge1,UGeRh,UGeRh,mp-20321,0.26,,,,,U,1.0,Rh,1.0,1.0,,,,,,,,,,,,,,,,,,,
13380,Cd2Re2O7,Cd2Re2O7,Cd2Re2O7,mp-16783,0.97,458.0,,,,Cd,2.0,Re,2.0,,,,,,,,,,,,,,O,7,,,,,
